attendance,study_hours,internal_marks,assignments_submitted,activities_participated,outcome
27.4,1.0,50.7,7,4,Fail
56.8,2.3,76.5,2,4,Fail
31.3,3.0,62.4,1,2,Fail
70.5,0.7,39.3,8,4,Fail
91.1,2.2,66.5,5,5,Pass
91.2,1.4,55.6,10,1,Fail
74.4,3.7,54.3,7,2,Pass
40.8,2.8,85.7,10,0,Pass
89.7,3.0,55.6,9,1,Pass
91.5,2.6,27.0,8,2,Fail
39.7,5.3,29.4,0,2,Fail
80.3,1.6,89.2,0,3,Fail
46.5,3.1,97.0,10,1,Pass
85.2,4.2,76.6,4,1,Pass
99.8,3.3,52.3,8,5,Pass
27.3,5.1,95.4,6,1,Pass
92.3,2.4,74.7,6,4,Pass
71.7,2.8,88.3,1,5,Pass
98.0,0.9,82.4,2,4,Fail
59.9,3.5,53.4,3,5,Fail
88.6,1.9,60.9,1,0,Fail
29.7,1.3,39.0,9,5,Fail
50.1,3.2,46.9,8,0,Fail
30.0,3.2,83.4,4,5,Pass
98.2,0.9,92.0,6,0,Fail
86.3,4.0,79.3,10,4,Pass
88.9,3.6,59.9,8,5,Pass
95.3,1.4,31.5,4,3,Fail
31.4,2.8,29.3,5,5,Fail
53.9,4.1,53.1,3,0,Fail
30.3,3.1,59.8,7,2,Fail
40.8,2.5,70.7,0,4,Fail
42.2,2.1,25.5,0,3,Fail
60.2,3.6,99.2,4,2,Pass
45.1,5.2,52.3,9,2,Pass
32.6,3.9,88.6,8,4,Pass
37.6,0.9,65.1,1,5,Fail
36.0,2.8,34.8,10,1,Fail
98.0,5.0,84.8,2,3,Pass
81.9,1.0,78.2,7,5,Fail
97.6,5.4,64.6,4,4,Pass
58.0,5.2,63.6,2,1,Pass
45.9,0.9,31.6,5,4,Fail
84.9,5.2,74.2,5,4,Pass
49.5,2.3,93.3,4,2,Fail
47.5,4.7,32.0,4,5,Pass
42.4,2.6,44.8,5,4,Fail
34.7,2.7,92.7,1,5,Fail
44.2,3.7,46.3,5,1,Fail
51.6,4.4,74.0,1,2,Fail
75.5,0.7,65.1,2,1,Fail
29.7,3.5,69.7,1,1,Fail
40.8,1.4,56.2,0,2,Fail
85.7,2.2,47.5,0,5,Fail
36.0,2.2,28.6,8,1,Fail
50.7,2.8,80.8,3,0,Fail
89.8,2.2,81.0,4,5,Pass
36.6,1.0,75.3,9,4,Fail
31.2,1.2,73.3,6,2,Fail
61.3,0.7,43.3,1,2,Fail
47.7,2.9,26.7,10,5,Fail
67.3,5.3,85.7,9,0,Pass
85.3,1.1,61.8,8,0,Fail
35.3,5.2,48.0,3,0,Fail
68.6,4.2,32.6,9,0,Pass
62.9,3.7,29.7,9,3,Pass
35.8,3.7,51.2,0,2,Fail
71.8,4.6,85.4,7,1,Pass
45.5,1.0,93.9,3,2,Fail
61.6,3.0,92.3,6,2,Pass
31.2,4.0,94.0,2,2,Pass
59.5,3.4,93.1,10,0,Pass
48.0,4.7,64.5,8,0,Pass
86.7,0.9,41.5,4,3,Fail
29.3,4.0,84.9,4,5,Pass
56.4,3.2,41.0,2,2,Fail
59.4,2.4,45.0,10,4,Pass
79.4,2.2,42.5,8,5,Fail
68.1,3.6,63.6,2,3,Fail
75.0,5.0,49.1,1,0,Fail
83.3,3.0,36.6,10,2,Pass
89.7,4.6,59.0,8,0,Pass
48.5,2.5,90.5,8,5,Pass
65.4,1.0,67.8,9,1,Fail
88.0,0.8,90.9,3,0,Fail
99.2,0.8,39.7,3,0,Fail
91.7,2.4,37.5,10,3,Pass
52.9,2.2,68.2,9,1,Fail
39.6,4.1,59.7,5,5,Pass
61.7,4.2,74.5,8,4,Pass
80.6,0.8,84.6,7,4,Fail
61.9,1.6,81.3,9,4,Pass
61.2,1.9,95.7,2,2,Fail
87.9,3.2,54.9,5,4,Pass
52.1,1.2,40.5,6,2,Fail
89.5,1.2,66.3,5,5,Fail
55.5,5.2,33.3,2,5,Pass
49.6,4.5,46.7,8,0,Pass
59.0,1.4,40.6,3,4,Fail
82.2,2.5,54.7,1,3,Fail
34.5,2.3,33.3,8,5,Fail
39.7,4.5,27.4,2,1,Fail
96.4,3.1,74.3,5,1,Pass
38.2,1.1,70.8,4,5,Fail
67.6,4.2,78.1,1,0,Fail
68.4,2.5,74.5,0,1,Fail
61.7,1.8,33.6,8,1,Fail
73.4,2.4,46.8,2,0,Fail
42.2,3.0,34.7,6,0,Fail
66.4,2.2,88.2,8,0,Pass
52.9,1.7,81.0,8,3,Fail
74.6,2.5,40.1,9,0,Fail
35.6,0.6,50.6,5,0,Fail
67.8,4.4,97.5,7,0,Pass
38.9,1.4,69.6,8,5,Fail
45.9,0.7,85.1,2,4,Fail
41.4,3.8,44.8,5,5,Fail
38.7,4.4,40.8,4,4,Fail
86.9,4.6,83.8,6,3,Pass
46.4,3.0,76.4,6,3,Pass
94.5,1.5,76.1,8,1,Pass
97.7,4.2,66.4,0,5,Pass
67.8,4.0,67.3,5,4,Pass
35.7,1.7,80.2,4,3,Fail
53.1,5.0,45.3,3,3,Pass
84.8,1.0,51.5,9,5,Fail
52.6,5.4,90.4,10,1,Pass
31.5,4.8,48.2,0,0,Fail
66.8,3.9,66.0,3,2,Pass
88.4,5.2,77.7,9,1,Pass
84.7,4.1,100.0,10,2,Pass
38.1,1.5,57.6,6,1,Fail
75.5,2.7,57.1,3,1,Fail
41.5,0.9,88.2,0,0,Fail
41.4,2.4,85.4,9,3,Pass
90.6,4.2,79.8,0,4,Pass
43.7,2.4,59.7,0,1,Fail
44.7,2.2,49.3,10,0,Fail
25.0,3.5,70.7,9,2,Pass
90.3,4.9,90.7,4,5,Pass
84.4,0.7,91.3,6,5,Fail
72.0,2.4,33.1,8,3,Fail
81.3,1.3,57.1,7,5,Fail
36.4,4.0,59.9,1,1,Fail
59.4,1.0,98.3,8,2,Fail
51.3,3.8,75.8,3,1,Fail
32.0,1.9,55.5,9,5,Fail
61.5,1.5,27.0,10,4,Fail
94.1,5.2,67.4,4,5,Pass
28.0,0.6,32.2,10,4,Fail
46.9,2.7,87.6,4,5,Pass
40.6,0.6,81.4,3,3,Fail
42.9,2.9,59.5,5,2,Fail
93.1,3.0,57.2,0,4,Fail
60.1,2.1,92.3,1,0,Fail
60.0,1.2,46.6,3,3,Fail
82.0,2.4,43.7,3,1,Fail
36.6,3.9,95.4,7,5,Pass
61.5,4.4,85.7,8,2,Pass
57.2,3.2,86.5,3,2,Fail
69.8,3.4,39.6,5,5,Fail
100.0,1.5,35.7,3,0,Fail
82.7,1.9,27.0,3,4,Fail
54.8,1.3,42.8,10,5,Fail
87.1,1.7,83.1,8,2,Pass
37.8,1.6,43.0,3,0,Fail
27.3,3.1,79.7,5,0,Fail
40.3,3.3,43.9,8,1,Fail
50.5,5.2,54.6,2,0,Fail
63.3,1.5,98.7,6,3,Pass
71.1,3.7,43.4,6,2,Pass
93.3,4.6,53.2,0,3,Pass
63.2,3.3,47.6,10,0,Pass
62.6,1.8,33.2,1,0,Fail
28.8,1.8,61.7,4,3,Fail
27.6,0.7,53.4,7,1,Fail
66.3,2.0,77.1,5,0,Fail
57.9,4.2,86.3,6,3,Pass
87.9,0.7,65.8,2,3,Fail
37.1,1.6,27.4,5,2,Fail
26.9,4.0,71.4,8,1,Pass
58.7,4.4,29.2,2,4,Fail
42.8,2.8,71.2,5,3,Fail
28.7,4.0,76.4,6,2,Pass
79.3,2.4,39.8,4,4,Fail
33.4,1.3,86.5,9,2,Fail
70.6,2.5,93.3,7,2,Pass
46.1,3.4,86.0,7,5,Pass
38.0,5.2,47.9,5,1,Pass
53.5,0.8,69.0,6,0,Fail
85.1,3.0,93.6,2,1,Pass
54.4,2.1,49.0,6,4,Fail
81.3,3.0,86.5,6,5,Pass
34.4,0.6,25.7,3,1,Fail
83.0,2.1,25.3,9,0,Fail
42.8,4.6,82.0,3,1,Pass
75.8,3.3,82.1,2,1,Fail
67.4,2.8,84.2,9,1,Pass
94.7,1.9,94.8,6,3,Pass
54.0,2.0,33.8,4,3,Fail
30.0,2.4,42.4,2,1,Fail
26.4,4.7,92.8,5,0,Pass
87.0,5.3,38.3,5,0,Pass
64.4,2.7,76.2,5,0,Fail
83.1,2.5,64.8,1,0,Fail
42.6,4.7,31.2,10,5,Pass
50.9,2.6,46.4,9,5,Pass
27.3,3.3,64.0,6,2,Fail
97.1,1.7,88.9,6,1,Pass
75.1,4.2,78.1,9,1,Pass
95.0,3.2,71.6,3,2,Pass
44.9,4.5,62.2,10,0,Pass
70.9,4.4,47.4,5,4,Pass
75.9,1.6,33.9,3,4,Fail
48.8,4.1,55.7,3,2,Fail
88.6,4.5,27.1,5,4,Pass
96.0,2.2,40.8,8,3,Fail
91.4,1.4,57.4,6,1,Fail
80.4,0.5,56.4,1,4,Fail
45.8,2.8,28.3,5,5,Fail
46.1,2.3,69.2,4,5,Fail
97.3,3.3,66.2,5,3,Pass
25.8,1.4,30.9,7,1,Fail
78.7,4.8,95.7,7,3,Pass
78.0,1.8,32.5,2,1,Fail
71.7,1.6,89.1,8,1,Pass
99.3,2.9,25.0,5,4,Fail
48.4,3.0,91.2,6,5,Pass
50.5,1.6,26.5,8,2,Fail
30.9,1.9,81.8,6,4,Fail
58.2,1.3,52.1,9,0,Fail
44.6,4.1,80.4,8,3,Pass
50.8,4.4,55.1,0,0,Fail
87.6,2.8,30.3,0,1,Fail
95.2,4.1,82.6,2,4,Pass
38.9,4.2,30.3,8,0,Fail
52.9,1.2,94.2,0,0,Fail
94.6,5.3,28.8,0,5,Pass
29.6,4.6,60.9,4,0,Fail
31.9,1.5,79.2,7,5,Fail
37.2,1.4,54.5,1,5,Fail
69.6,1.1,41.3,3,1,Fail
36.3,1.2,81.9,5,5,Fail
97.6,4.2,83.8,0,1,Pass
58.5,2.8,94.2,3,5,Pass
62.6,4.4,53.2,3,5,Pass
43.5,4.2,63.0,8,1,Pass
60.3,3.5,52.2,8,0,Pass
74.6,3.9,44.3,5,3,Pass
81.3,0.6,81.3,7,4,Fail
81.5,2.1,50.5,9,4,Pass
68.3,3.7,57.1,3,1,Fail
92.8,0.5,55.3,9,0,Fail
86.3,0.7,78.4,7,3,Fail
81.8,4.8,93.8,2,2,Pass
29.2,3.9,75.0,1,1,Fail
25.5,1.8,60.4,5,2,Fail
40.9,3.9,83.4,4,4,Pass
74.8,4.5,73.1,7,4,Pass
55.8,2.0,29.5,0,3,Fail
55.2,0.7,32.2,10,3,Fail
91.3,5.2,27.8,9,2,Pass
92.2,2.2,59.3,2,4,Fail
93.2,1.0,86.9,6,3,Fail
48.5,3.0,48.5,9,3,Pass
76.8,4.3,53.8,3,4,Pass
45.4,1.6,93.2,9,4,Pass
39.3,1.8,87.8,4,0,Fail
38.8,1.7,74.9,7,5,Fail
50.7,5.5,45.0,0,3,Fail
57.2,1.5,33.8,0,2,Fail
87.3,3.4,26.2,6,1,Fail
34.0,5.1,33.0,8,1,Pass
80.1,1.2,46.9,3,4,Fail
64.9,5.4,66.4,7,5,Pass
46.6,5.2,29.8,9,2,Pass
62.0,4.9,35.2,6,0,Pass
47.5,1.6,38.6,1,3,Fail
69.7,3.7,72.4,4,0,Pass
57.5,4.3,71.2,8,2,Pass
37.3,5.4,66.3,8,0,Pass
33.7,1.4,43.8,2,4,Fail
66.0,4.3,52.8,10,1,Pass
92.7,2.2,32.3,2,4,Fail
50.8,1.4,42.0,1,3,Fail
80.0,2.6,92.3,6,4,Pass
74.4,4.5,98.5,5,2,Pass
94.9,2.8,73.6,4,2,Pass
86.6,3.2,93.8,6,3,Pass
67.5,5.5,73.2,3,3,Pass
74.3,2.5,27.5,4,1,Fail
92.4,3.6,99.8,8,0,Pass
55.0,2.3,32.4,10,1,Fail
49.5,2.5,76.2,8,4,Pass
25.8,4.0,44.0,3,0,Fail
87.0,5.2,54.4,5,3,Pass
85.1,3.2,73.4,1,2,Fail
32.8,4.3,57.7,2,4,Fail
68.3,0.9,43.8,8,1,Fail
59.8,1.6,50.1,5,5,Fail
33.9,3.0,50.6,7,5,Fail
98.5,0.6,96.9,10,3,Pass
41.1,1.8,84.9,4,0,Fail
30.0,3.1,59.4,1,5,Fail
69.6,0.6,40.0,6,0,Fail
80.4,1.8,85.8,5,2,Fail
27.4,3.1,36.8,10,3,Fail
74.4,3.4,40.8,1,3,Fail
64.9,5.1,52.5,5,4,Pass
32.7,3.7,91.0,7,4,Pass
37.9,2.6,34.9,0,0,Fail
67.6,5.2,34.2,3,5,Pass
47.2,4.4,62.0,0,5,Fail
95.4,1.5,45.7,1,1,Fail
86.4,1.2,67.7,0,0,Fail
98.8,3.9,58.9,5,5,Pass
44.5,3.3,57.6,10,4,Pass
97.7,4.4,33.4,5,4,Pass
57.3,4.2,35.6,0,4,Fail
51.1,3.6,86.6,3,0,Fail
28.8,5.4,91.4,3,3,Pass
29.0,3.2,42.6,7,1,Fail
76.9,1.1,33.5,5,1,Fail
59.3,4.6,29.0,1,4,Fail
42.0,1.8,70.6,4,2,Fail
71.0,4.4,78.7,3,0,Pass
44.0,5.3,53.0,9,5,Pass
68.3,4.0,76.0,3,5,Pass
51.9,3.5,78.5,7,3,Pass
86.8,2.8,95.2,4,4,Pass
86.6,2.3,29.9,2,2,Fail
60.8,2.3,39.4,9,4,Fail
51.3,3.7,30.1,3,2,Fail
52.2,4.3,90.1,0,1,Pass
85.4,3.9,84.4,5,2,Pass
49.6,1.5,68.1,10,1,Fail
40.7,3.0,31.3,9,1,Fail
31.4,4.5,45.5,3,0,Fail
60.0,2.9,47.3,5,2,Fail
61.2,3.2,67.1,1,3,Fail
88.1,4.4,44.4,4,3,Pass
41.6,3.8,30.5,10,2,Pass
53.6,2.5,79.8,8,0,Pass
85.6,5.0,47.4,7,3,Pass
86.8,1.3,58.9,2,4,Fail
53.8,5.5,34.6,0,3,Fail
59.4,1.1,85.2,9,0,Fail
47.7,0.6,67.4,2,1,Fail
94.9,5.0,92.6,7,1,Pass
33.9,1.7,62.2,10,1,Fail
95.0,4.1,95.6,2,0,Pass
76.3,4.6,91.9,4,1,Pass
64.9,4.8,68.2,1,1,Pass
27.4,5.5,95.0,0,0,Pass
60.7,2.0,49.2,10,4,Fail
55.6,4.1,52.4,9,3,Pass
37.1,1.1,28.4,4,0,Fail
74.2,2.5,69.2,4,0,Fail
97.8,4.7,79.1,5,2,Pass
67.2,2.3,83.0,1,1,Fail
78.6,3.5,36.2,8,5,Pass
30.1,3.0,58.3,1,4,Fail
56.3,3.7,38.3,1,5,Fail
33.7,5.4,74.7,4,2,Pass
71.0,0.8,36.8,8,4,Fail
95.4,3.4,92.8,3,1,Pass
74.6,4.8,42.3,5,5,Pass
30.8,2.9,46.9,1,1,Fail
51.6,0.9,88.8,3,1,Fail
66.3,3.3,59.4,8,3,Pass
55.2,2.2,26.8,1,4,Fail
87.5,1.3,62.1,0,4,Fail
86.1,4.7,31.3,3,2,Pass
70.9,3.1,98.9,3,0,Pass
53.0,5.2,69.1,0,1,Pass
44.2,4.5,44.2,3,1,Fail
32.9,4.0,67.3,2,5,Fail
51.6,0.5,30.8,1,2,Fail
56.0,2.6,85.0,9,4,Pass
75.7,1.5,94.4,3,3,Fail
74.4,5.1,90.6,7,4,Pass
30.3,1.4,50.6,6,3,Fail
54.6,1.9,49.4,8,3,Fail
38.6,3.1,27.6,7,4,Fail
36.8,1.8,73.9,0,5,Fail
87.0,1.5,65.1,1,1,Fail
28.1,3.5,59.5,1,3,Fail
56.4,0.9,93.1,7,5,Fail
37.6,0.8,37.6,3,2,Fail
90.9,2.4,25.7,8,2,Fail
66.8,4.1,30.5,1,3,Fail
42.4,3.3,41.8,3,1,Fail
62.7,2.6,27.5,0,3,Fail
79.9,3.3,62.7,2,2,Fail
96.9,2.3,48.6,5,2,Fail
41.5,5.2,38.5,8,4,Pass
91.5,0.8,81.3,10,1,Pass
95.1,3.9,40.3,0,4,Fail
93.7,5.0,76.6,4,5,Pass
72.7,4.5,51.2,1,5,Pass
72.2,1.4,63.4,6,5,Fail
55.2,2.0,95.0,3,0,Fail
81.4,4.1,27.8,4,5,Pass
64.8,0.9,62.5,7,3,Fail
75.8,4.6,89.1,1,4,Pass
57.1,4.1,69.1,2,5,Pass
79.9,4.1,45.8,10,1,Pass
86.8,1.0,54.8,4,5,Fail
36.0,4.1,76.0,9,3,Pass
87.5,3.9,91.8,3,3,Pass
65.5,4.7,28.1,4,3,Fail
88.3,0.7,30.4,2,3,Fail
57.3,0.6,49.4,8,3,Fail
53.4,2.4,42.5,7,1,Fail
93.6,1.2,44.9,5,0,Fail
43.8,3.3,41.6,0,2,Fail
88.3,5.1,39.7,3,0,Pass
61.3,2.5,34.8,6,2,Fail
63.6,4.7,95.0,9,4,Pass
48.1,0.5,35.8,4,3,Fail
68.0,1.3,40.3,3,4,Fail
49.4,0.7,43.5,8,4,Fail
27.9,2.1,95.0,7,2,Fail
45.4,5.0,81.7,2,1,Pass
25.5,1.0,84.2,5,3,Fail
98.4,3.5,32.9,3,5,Fail
97.4,2.8,87.7,6,4,Pass
54.6,5.2,55.6,0,0,Fail
79.6,1.1,44.7,0,3,Fail
50.9,1.6,68.2,5,1,Fail
75.3,0.6,86.7,9,3,Fail
85.4,2.7,83.4,10,5,Pass
96.0,1.9,91.7,6,5,Pass
55.0,4.8,94.6,8,4,Pass
83.7,3.5,42.9,6,0,Fail
44.9,3.6,56.8,8,4,Pass
99.3,3.2,26.1,9,1,Pass
26.9,1.0,90.9,8,2,Fail
70.3,2.7,36.6,7,5,Fail
74.5,5.5,89.6,6,0,Pass
76.6,4.7,49.7,2,5,Pass
34.0,5.0,52.6,10,1,Pass
95.4,4.6,27.9,2,1,Fail
38.6,1.0,49.5,10,5,Fail
71.7,1.6,91.6,4,4,Fail
41.7,0.5,26.9,6,5,Fail
48.0,2.0,55.5,9,4,Fail
66.0,1.0,27.4,6,5,Fail
56.3,2.9,52.8,0,4,Fail
37.0,3.9,37.9,7,2,Fail
37.8,4.9,43.9,0,3,Fail
56.4,4.2,90.8,10,3,Pass
81.8,5.2,57.7,3,4,Pass
92.3,0.8,45.5,1,4,Fail
31.3,0.6,69.2,4,2,Fail
54.5,3.8,35.7,5,3,Fail
32.5,1.9,44.5,3,2,Fail
26.2,1.8,66.0,3,1,Fail
74.6,2.2,42.8,6,5,Fail
70.2,1.8,75.9,10,3,Pass
37.2,3.1,61.9,3,4,Fail
42.5,2.7,82.9,1,0,Fail
26.8,3.1,96.1,3,1,Fail
87.6,3.9,33.7,6,5,Pass
98.1,2.4,50.1,0,0,Fail
35.2,1.8,49.0,3,2,Fail
42.4,1.3,36.3,5,5,Fail
90.1,2.2,85.8,7,2,Pass
94.5,4.2,82.0,7,2,Pass
56.5,4.3,61.3,8,4,Pass
28.8,3.8,65.3,4,2,Fail
28.0,1.7,29.5,1,0,Fail
68.0,3.4,66.7,2,1,Fail
54.5,3.4,84.4,1,4,Fail
27.1,2.9,68.0,8,1,Fail
68.7,3.2,44.9,5,2,Fail
25.8,3.0,75.1,10,3,Pass
84.1,3.3,52.1,0,5,Fail
48.0,4.1,65.9,2,4,Fail
28.0,1.0,61.6,6,2,Fail
69.1,4.2,53.6,6,4,Pass
54.8,1.2,78.9,4,3,Fail
98.0,0.8,91.3,2,0,Fail
65.8,5.4,25.4,6,0,Pass
45.6,5.3,95.0,4,5,Pass
78.2,0.8,63.4,5,0,Fail
45.4,2.7,77.6,2,3,Fail
92.8,1.4,89.2,5,1,Fail
53.1,2.9,60.0,6,3,Fail
66.2,4.7,87.6,7,3,Pass
28.8,5.3,38.3,1,2,Fail
57.0,3.7,36.9,1,0,Fail
87.4,2.3,74.3,5,4,Pass
85.4,3.5,90.3,7,5,Pass
41.8,2.1,91.9,4,1,Fail
42.0,5.0,73.3,0,4,Pass
86.3,4.9,64.4,10,2,Pass
94.8,3.3,49.9,0,2,Fail
32.2,2.1,98.5,9,1,Pass
58.8,2.0,49.0,8,4,Fail
50.3,0.7,80.8,3,1,Fail
90.3,4.6,64.9,9,1,Pass
31.3,2.8,70.6,0,0,Fail
40.8,2.1,54.5,10,4,Fail
81.4,2.9,97.4,7,0,Pass
28.8,4.6,67.9,1,0,Fail
61.9,1.1,95.3,1,5,Fail
58.2,4.8,25.6,0,0,Fail
50.1,5.0,68.0,0,3,Pass
54.6,5.2,78.8,8,2,Pass
64.7,2.5,80.9,0,2,Fail
37.1,1.6,92.9,5,3,Fail
67.9,2.4,25.3,6,1,Fail
85.4,2.2,25.0,3,4,Fail
82.0,1.4,60.4,4,4,Fail
36.5,3.5,27.2,3,4,Fail
36.2,2.9,98.1,3,0,Fail
45.1,4.8,41.7,9,4,Pass
52.1,0.7,60.4,0,4,Fail
55.6,3.7,29.6,5,4,Fail
76.0,4.3,64.2,9,2,Pass
29.3,4.3,53.5,9,3,Pass
27.6,4.9,28.3,6,5,Pass
54.4,4.1,50.1,6,1,Pass
77.3,5.1,54.4,7,3,Pass
39.5,2.2,99.2,6,4,Pass
73.1,3.0,40.6,5,1,Fail
44.5,0.6,65.9,7,1,Fail
91.5,0.5,99.0,2,3,Fail
92.2,1.7,84.4,8,3,Pass
47.3,1.0,99.5,2,3,Fail
42.2,1.8,97.6,3,5,Fail
55.8,1.4,61.7,9,3,Fail
43.0,0.6,77.2,5,5,Fail
75.4,5.0,33.3,7,0,Pass
87.0,0.5,58.1,2,2,Fail
75.5,4.2,85.7,9,5,Pass
86.8,1.3,62.9,5,2,Fail
54.8,5.1,77.7,4,4,Pass
36.7,5.0,80.9,4,0,Pass
80.3,3.8,44.0,4,1,Fail
52.0,3.9,90.7,8,3,Pass
75.3,0.5,59.5,6,4,Fail
45.3,5.4,40.8,8,1,Pass
31.1,4.9,89.9,8,2,Pass
99.4,5.0,56.3,5,1,Pass
36.7,3.8,81.3,5,3,Pass
99.1,2.2,66.1,3,3,Fail
98.3,5.0,53.6,7,5,Pass
84.5,2.0,85.7,1,5,Fail
74.5,3.3,68.8,4,2,Pass
68.3,1.0,54.3,0,3,Fail
90.0,5.1,33.2,9,0,Pass
46.7,1.2,92.2,1,4,Fail
60.1,1.6,27.7,0,2,Fail
71.5,3.3,89.7,5,2,Pass
55.8,4.3,52.0,1,1,Fail
57.1,3.6,73.0,3,2,Fail
49.8,1.7,94.2,4,4,Fail
67.3,0.5,36.4,6,0,Fail
88.8,4.3,67.5,9,1,Pass
40.1,5.4,82.3,0,4,Pass
95.1,4.5,81.8,10,5,Pass
76.7,2.8,64.4,4,2,Fail
86.7,5.0,71.9,3,3,Pass
66.7,2.5,81.8,6,5,Pass
83.5,3.1,88.1,9,3,Pass
26.2,2.9,82.1,6,4,Pass
86.4,2.7,51.6,7,0,Fail
28.0,4.4,99.8,3,3,Pass
91.7,3.1,57.6,3,4,Pass
99.4,2.1,26.8,9,1,Fail
47.1,1.8,52.2,4,2,Fail
40.8,0.7,34.6,4,0,Fail
82.4,3.4,34.1,10,0,Pass
44.0,1.6,46.1,2,1,Fail
89.9,1.2,29.0,4,0,Fail
32.7,3.8,76.6,4,4,Pass
34.4,3.9,30.5,7,0,Fail
98.4,4.3,40.2,6,0,Pass
75.5,3.0,32.0,7,0,Fail
88.5,5.0,29.7,4,4,Pass
49.3,5.2,45.1,10,5,Pass
75.7,4.5,67.9,1,2,Pass
69.6,3.7,97.4,7,3,Pass
70.2,2.0,90.7,8,5,Pass
76.2,5.4,90.7,1,0,Pass
68.2,1.9,38.2,0,1,Fail
57.2,1.5,44.9,5,1,Fail
45.7,2.7,30.7,2,4,Fail
82.6,0.8,83.4,0,2,Fail
42.0,5.4,30.2,5,0,Fail
76.9,3.4,66.8,7,4,Pass
42.5,3.3,43.6,8,3,Fail
71.9,3.8,43.3,5,2,Fail
81.0,3.0,99.3,5,2,Pass
41.4,0.7,81.8,0,4,Fail
29.5,3.6,87.8,4,5,Pass
34.8,4.1,67.9,2,1,Fail
70.4,2.6,90.3,6,5,Pass
88.7,4.3,73.4,8,2,Pass
28.4,1.6,96.0,10,1,Pass
80.1,1.6,46.1,5,2,Fail
50.6,1.3,69.6,4,2,Fail
60.9,2.4,76.8,6,2,Fail
94.7,4.7,54.5,10,3,Pass
49.9,4.6,91.0,8,1,Pass
59.9,2.4,98.5,4,3,Pass
26.0,3.4,62.0,4,1,Fail
31.1,4.1,54.3,9,3,Pass
44.4,1.7,60.4,3,3,Fail
27.1,1.3,89.0,4,3,Fail
72.4,5.4,73.4,6,4,Pass
57.0,3.6,28.4,2,3,Fail
66.1,5.4,65.7,3,5,Pass
38.1,2.2,26.3,8,5,Fail
47.2,4.0,83.4,1,2,Fail
74.8,1.6,49.6,7,0,Fail
97.4,1.8,60.4,8,3,Pass
28.8,3.1,84.9,4,0,Fail
91.8,2.1,28.5,6,0,Fail
68.3,1.3,36.9,5,2,Fail
67.3,1.8,54.8,0,0,Fail
62.5,0.7,42.2,7,0,Fail
30.2,4.0,50.3,8,5,Pass
31.7,3.0,99.9,9,0,Pass
70.1,1.0,86.9,10,1,Pass
50.6,1.4,91.3,0,3,Fail
93.8,1.0,95.3,7,3,Pass
55.5,3.6,50.6,2,0,Fail
35.7,1.0,47.3,5,2,Fail
78.6,4.3,42.6,9,1,Pass
47.0,0.6,87.3,7,2,Fail
64.4,1.7,76.0,4,2,Fail
77.3,5.0,42.7,7,0,Pass
92.5,4.1,53.3,6,4,Pass
84.4,0.9,63.0,6,0,Fail
75.7,4.6,64.6,6,5,Pass
76.0,3.0,91.7,8,4,Pass
95.9,4.7,53.5,5,1,Pass
47.2,3.5,93.1,5,4,Pass
25.1,3.9,58.1,10,0,Pass
45.4,5.5,81.0,8,0,Pass
41.3,1.7,94.8,5,2,Fail
74.6,3.6,93.1,6,0,Pass
72.5,2.8,29.3,6,5,Fail
69.5,0.7,40.4,1,0,Fail
26.2,0.6,60.8,7,3,Fail
79.7,1.1,57.4,10,3,Fail
49.3,3.7,73.1,5,2,Pass
74.9,3.3,95.9,3,4,Pass
66.7,3.3,33.4,10,4,Pass
50.7,0.7,58.9,6,3,Fail
35.1,2.8,39.4,7,5,Fail
32.1,5.1,92.1,0,1,Pass
87.4,2.5,97.3,9,5,Pass
93.9,3.6,60.9,3,3,Pass
73.7,4.4,32.8,3,5,Pass
32.8,4.4,83.9,9,1,Pass
55.2,3.1,77.3,8,4,Pass
79.7,4.8,51.6,5,3,Pass
83.5,2.5,91.6,3,0,Fail
33.9,4.9,98.2,0,1,Pass
25.0,1.7,66.8,7,1,Fail
78.4,1.9,67.4,10,1,Pass
51.7,0.8,47.3,8,4,Fail
44.1,4.5,68.8,4,5,Pass
26.0,2.6,58.0,4,2,Fail
65.5,1.6,47.7,9,0,Fail
88.8,1.7,30.0,7,3,Fail
96.8,5.0,44.0,7,5,Pass
67.4,4.7,39.8,4,1,Fail
63.6,3.3,65.7,3,4,Fail
31.4,3.6,70.1,5,1,Fail
66.2,2.9,70.6,9,5,Pass
53.5,2.5,54.1,4,3,Fail
70.5,5.1,56.6,7,0,Pass
54.2,1.1,87.6,8,1,Fail
43.0,2.6,60.7,0,4,Fail
32.1,2.2,99.1,8,4,Pass
48.6,3.0,58.0,8,2,Fail
32.2,2.8,73.7,5,4,Fail
38.3,3.1,28.8,10,2,Fail
99.1,1.2,74.0,9,0,Fail
58.3,3.1,88.9,4,3,Pass
64.9,1.7,95.7,6,2,Pass
90.5,1.4,99.8,10,1,Pass
99.7,0.8,46.2,7,5,Fail
68.7,4.3,68.2,8,1,Pass
85.9,2.6,58.8,8,3,Pass
49.5,3.6,67.3,9,4,Pass
47.9,4.1,36.8,10,5,Pass
55.2,3.9,89.2,2,1,Pass
75.4,2.9,93.2,7,5,Pass
76.2,2.4,58.7,0,2,Fail
48.6,2.4,46.0,6,3,Fail
35.0,3.7,35.6,4,1,Fail
72.4,3.0,76.3,1,4,Fail
